"","BBAS3 ","BBDC3 ","",""
"533","29.75","14.196","1.57467075365274","OpenLeft"
"534","29.25","13.876","1.57467075365274","OpenLeft"
"535","29.26","14.008","1.57467075365274","OpenLeft"
"536","29.75","14.238","1.57467075365274","OpenLeft"
"537","28.86","13.795","1.57467075365274","OpenLeft"
"538","28.39","13.495","1.57467075365274","OpenLeft"
"539","28.54","13.65","1.57467075365274","OpenLeft"
"540","28.54","13.65","1.57467075365274","OpenLeft"
"541","27.77","13.65","1.57467075365274","OpenLeft"
"542","27.55","13.392","1.57467075365274","OpenLeft"
"543","27.6","13.49","1.57467075365274","OpenLeft"
"544","28.1","13.289","1.57467075365274","OpenLeft"
"545","30","13.444","1.57467075365274","OutLeft"
"546","30.6","13.594","1.57467075365274","OpenRight"
"547","29.85","13.64","1.57467075365274","OpenRight"
"548","29.3","13.232","1.57467075365274","OpenRight"
"549","27.9","12.875","1.57467075365274","OpenRight"
"550","28.25","12.746","1.57467075365274","OpenRight"
"551","29.66","13.087","1.57467075365274","OpenRight"
"552","30.4","13.289","1.57467075365274","OpenRight"
"553","31.02","13.48","1.57467075365274","OpenRight"
"554","30.5","13.382","1.57467075365274","OpenRight"
"555","30.5","13.382","1.57467075365274","OpenRight"
"556","30.5","13.382","1.57467075365274","OpenRight"
"557","30.38","13.64","1.57467075365274","OpenRight"
"558","30.65","13.588","1.57467075365274","OpenRight"
"559","30.71","13.501","1.57467075365274","OpenRight"
"560","30.6","13.263","1.57467075365274","OpenRight"
"561","30.18","12.999","1.57467075365274","OpenRight"
"562","30.45","12.921","1.57467075365274","OpenRight"
"563","30","12.916","1.57467075365274","OpenRight"
"564","29.77","13.216","1.57467075365274","OutRight"
"565","30","13.232","1.57467075365274","Fora"
"566","29.63","13.34","1.57467075365274","Fora"
"567","29.42","13.335","1.57467075365274","OpenLeft"
"568","29.4","13.366","1.57467075365274","OpenLeft"
"569","29.8","13.418","1.57467075365274","OpenLeft"
"570","29.38","13.314","1.57467075365274","OpenLeft"
"571","29.9","13.413","1.57467075365274","OpenLeft"
"572","30.2","13.444","1.57467075365274","OpenLeft"
"573","30.16","13.407","1.57467075365274","OpenLeft"
"574","29.9","13.387","1.57467075365274","OpenLeft"
"575","30.01","13.34","1.57467075365274","OpenLeft"
"576","30.25","13.444","1.57467075365274","OpenLeft"
"577","30.09","13.356","1.57467075365274","OpenLeft"
"578","29.84","13.392","1.57467075365274","OpenLeft"
"579","29.5","13.195","1.57467075365274","OpenLeft"
"580","29.63","13.211","1.57467075365274","OpenLeft"
"581","29.5","13.014","1.57467075365274","OpenLeft"
"582","29.5","12.901","1.57467075365274","OpenLeft"
"583","29.4","13.077","1.57467075365274","OpenLeft"
"584","29.55","13.17","1.57467075365274","OpenLeft"
"585","29.75","13.273","1.57467075365274","OpenLeft"
"586","29.71","13.32","1.57467075365274","OpenLeft"
"587","29.85","13.542","1.57467075365274","OpenLeft"
"588","29.8","13.697","1.57467075365274","OpenLeft"
"589","29.8","13.697","1.57467075365274","OpenLeft"
"590","30","13.687","1.57467075365274","OpenLeft"
"591","30.04","13.49","1.57467075365274","OpenLeft"
"592","29.99","13.511","1.57467075365274","OpenLeft"
"593","30.77","13.873","1.57467075365274","OpenLeft"
"594","31","13.893","1.57467075365274","OutLeft"
"595","31.1","13.681","1.57467075365274","OpenRight"
"596","30.85","13.583","1.57467075365274","OpenRight"
"597","30.55","13.625","1.57467075365274","OpenRight"
"598","30.9","13.547","1.57467075365274","OpenRight"
"599","30.5","13.092","1.57467075365274","OpenRight"
"600","30.15","13.123","1.57467075365274","OpenRight"
"601","29.94","13.237","1.57467075365274","OpenRight"
"602","29.94","13.237","1.57467075365274","OpenRight"
"603","29.67","13.257","1.57467075365274","OutRight"
"604","29.85","13.18","1.57467075365274","Fora"
"605","29.82","13.004","1.57467075365274","Fora"
"606","28.85","12.823","1.57467075365274","Fora"
"607","29.44","13.03","1.57467075365274","Fora"
"608","30","13.216","1.57467075365274","Fora"
"609","29.99","13.366","1.57467075365274","Fora"
"610","29.51","13.283","1.57467075365274","Fora"
"611","28.06","12.828","1.57467075365274","OpenLeft"
"612","28.23","12.89","1.57467075365274","OpenLeft"
"613","27.8","12.968","1.57467075365274","OpenLeft"
"614","27.62","12.833","1.57467075365274","OpenLeft"
"615","28.5","13.201","1.57467075365274","OpenLeft"
"616","27.9","13.03","1.57467075365274","OpenLeft"
"617","27.86","13.097","1.57467075365274","OpenLeft"
"618","27.51","12.983","1.57467075365274","OpenLeft"
"619","26.65","12.771","1.57467075365274","OpenLeft"
"620","27.2","12.771","1.57467075365274","OpenLeft"
"621","26.89","12.565","1.57467075365274","OpenLeft"
"622","25.96","12.166","1.57467075365274","OpenLeft"
"623","25.3","11.97","1.57467075365274","OpenLeft"
"624","26.18","12.559","1.57467075365274","OpenLeft"
"625","25.78","12.384","1.57467075365274","OpenLeft"
"626","25.52","11.877","1.57467075365274","OpenLeft"
"627","25.8","11.867","1.57467075365274","OpenLeft"
"628","26.45","12.347","1.57467075365274","OpenLeft"
"629","25.89","12.384","1.57467075365274","OpenLeft"
"630","25.98","12.72","1.57467075365274","OpenLeft"
"631","25.67","12.539","1.57467075365274","OpenLeft"
"632","26.71","12.689","1.57467075365274","OpenLeft"
"633","26.71","12.689","1.57467075365274","OpenLeft"
"634","26.83","12.663","1.57467075365274","OpenLeft"
"635","26.4","12.404","1.57467075365274","OpenLeft"
"636","26.55","12.41","1.57467075365274","OpenLeft"
"637","26.25","12.322","1.57467075365274","OpenLeft"
"638","26.76","12.565","1.57467075365274","OpenLeft"
"639","26.9","12.611","1.57467075365274","OpenLeft"
"640","27.5","12.513","1.57467075365274","OutLeft"
"641","27.22","12.787","1.57467075365274","Fora"
"642","27.39","12.823","1.57467075365274","Fora"
"643","27.24","12.72","1.57467075365274","Fora"
"644","27.22","12.771","1.57467075365274","Fora"
"645","28.19","12.875","1.57467075365274","OpenRight"
"646","28.25","12.833","1.57467075365274","OpenRight"
"647","27.71","12.746","1.57467075365274","OpenRight"
"648","27.37","12.435","1.57467075365274","OpenRight"
"649","27.1","12.663","1.57467075365274","OpenRight"
"650","26.6","12.653","1.57467075365274","OutRight"
"651","25.5","11.996","1.57467075365274","Fora"
"652","24.65","12.037","1.57467075365274","OpenLeft"
"653","26.16","12.404","1.57467075365274","OpenLeft"
"654","26.5","12.59","1.57467075365274","OpenLeft"
"655","26.3","12.404","1.57467075365274","OpenLeft"
"656","26.95","12.668","1.57467075365274","OpenLeft"
"657","27.75","13.237","1.57467075365274","OpenLeft"
"658","27.69","13.351","1.57467075365274","OpenLeft"
"659","27.69","13.351","1.57467075365274","OpenLeft"
"660","27.79","13.376","1.57467075365274","OpenLeft"
"661","28.44","13.371","1.57467075365274","OutLeft"
"662","28.29","13.417","1.57467075365274","Fora"
"663","28.73","13.395","1.57467075365274","Fora"
"664","27.91","13.127","1.57467075365274","Fora"
"665","28.2","13.486","1.57467075365274","Fora"
"666","28.1","13.685","1.57467075365274","Fora"
"667","28.26","13.719","1.57467075365274","Fora"
"668","29.08","13.878","1.57467075365274","Fora"
"669","29.48","14.043","1.57467075365274","Fora"
"670","29.05","14.014","1.57467075365274","Fora"
"671","28.7","14.032","1.57467075365274","Fora"
"672","29.9","14.56","1.57467075365274","Fora"
"673","29.9","14.583","1.57467075365274","Fora"
"674","30.54","14.674","1.57467075365274","Fora"
"675","30.46","14.731","1.57467075365274","Fora"
"676","29.6","14.498","1.57467075365274","Fora"
"677","29.3","14.487","1.57467075365274","Fora"
"678","30","14.498","1.57467075365274","Fora"
"679","30.34","14.492","1.57467075365274","Fora"
"680","30.7","14.578","1.57467075365274","Fora"
"681","30.31","14.447","1.57467075365274","Fora"
"682","29.7","14.1","1.57467075365274","Fora"
"683","30.35","14.168","1.57467075365274","OpenRight"
"684","30.44","14.248","1.57467075365274","OpenRight"
"685","30.3","14.39","1.57467075365274","OpenRight"
"686","30.15","14.435","1.57467075365274","OpenRight"
"687","29.92","14.475","1.57467075365274","OpenRight"
"688","29.2","14.322","1.57467075365274","OutRight"
"689","29.63","14.276","1.57467075365274","Fora"
"690","29.4","14.276","1.57467075365274","Fora"
"691","28.99","13.963","1.57467075365274","Fora"
"692","28.99","13.821","1.57467075365274","Fora"
"693","28.2","13.645","1.57467075365274","Fora"
"694","28.25","13.935","1.57467075365274","OpenLeft"
"695","27.69","13.65","1.57467075365274","OpenLeft"
"696","28.48","14.037","1.57467075365274","OpenLeft"
"697","29.45","14.35","1.57467075365274","OpenLeft"
"698","28.95","14.128","1.57467075365274","OpenLeft"
"699","28.49","13.969","1.57467075365274","OpenLeft"
"700","28.23","13.872","1.57467075365274","OpenLeft"
"701","28.23","13.872","1.57467075365274","OpenLeft"
"702","28.26","14.02","1.57467075365274","OpenLeft"
"703","28.27","14.049","1.57467075365274","OpenLeft"
"704","28","14.071","1.57467075365274","OpenLeft"
"705","29","14.504","1.57467075365274","OpenLeft"
"706","29.35","14.543","1.57467075365274","OpenLeft"
"707","29.61","14.748","1.57467075365274","OpenLeft"
"708","29.5","14.589","1.57467075365274","OpenLeft"
"709","29.16","14.447","1.57467075365274","OpenLeft"
"710","29.79","14.674","1.57467075365274","OpenLeft"
"711","30","14.504","1.57467075365274","OutLeft"
"712","30.4","14.504","1.57467075365274","OpenRight"
"713","30.95","14.674","1.57467075365274","OpenRight"
"714","30.3","14.526","1.57467075365274","OpenRight"
"715","30.9","14.509","1.57467075365274","OpenRight"
"716","31","14.731","1.57467075365274","OpenRight"
"717","31.58","15.044","1.57467075365274","OpenRight"
"718","32.13","15.328","1.57467075365274","OpenRight"
"719","32.72","15.357","1.57467075365274","OpenRight"
"720","32.89","15.357","1.57467075365274","OpenRight"
"721","33.17","15.795","1.57467075365274","OpenRight"
"722","33.05","15.641","1.57467075365274","OpenRight"
"723","32.61","15.664","1.57467075365274","OpenRight"
"724","33.25","15.999","1.57467075365274","OpenRight"
"725","33.4","15.982","1.57467075365274","OpenRight"
"726","33.4","15.982","1.57467075365274","OpenRight"
"727","34.85","16.102","1.57467075365274","OpenRight"
"728","34.33","15.874","1.57467075365274","OpenRight"
"729","34.8","15.783","1.57467075365274","OpenRight"
"730","34.5","15.641","1.57467075365274","OpenRight"
"731","33.91","15.527","1.57467075365274","OpenRight"
"732","34.4","15.618","1.57467075365274","OpenRight"
"733","33.52","15.391","1.57467075365274","OpenRight"
"734","33.57","15.755","1.57467075365274","OpenRight"
"735","33.75","15.943","1.57467075365274","OpenRight"
"736","34.1","16.199","1.57467075365274","OpenRight"
"737","33.85","15.584","1.57467075365274","OpenRight"
"738","33.35","15.391","1.57467075365274","OpenRight"
"739","33.1","15.584","1.57467075365274","OutRight"
"740","33.68","15.926","1.57467075365274","Fora"
"741","33.68","15.926","1.57467075365274","Fora"
"742","34.11","16.233","1.57467075365274","Fora"
"743","34.98","16.381","1.57467075365274","Fora"
"744","34.83","16.381","1.57467075365274","Fora"
"745","34.67","16.432","1.57467075365274","Fora"
"746","33.84","15.926","1.57467075365274","Fora"
"747","33.81","16.17","1.57467075365274","Fora"
"748","33.72","15.772","1.57467075365274","Fora"
"749","33.85","15.715","1.57467075365274","Fora"
"750","33.85","15.715","1.57467075365274","Fora"
"751","33.9","15.556","1.57467075365274","Fora"
"752","33.8","15.453","1.57467075365274","Fora"
"753","34.24","15.527","1.57467075365274","OpenRight"
"754","34.3","15.584","1.57467075365274","OpenRight"
"755","33.8","15.317","1.57467075365274","OpenRight"
"756","32.28","14.902","1.57467075365274","OutRight"
"757","32.72","15.271","1.57467075365274","Fora"
"758","32.9","15.3","1.57467075365274","Fora"
"759","32.91","15.357","1.57467075365274","Fora"
"760","33.17","15.232","1.57467075365274","Fora"
"761","32.9","15.061","1.57467075365274","Fora"
"762","33.77","15.158","1.57467075365274","OpenRight"
"763","33.49","15.266","1.57467075365274","OpenRight"
"764","32.6","14.947","1.57467075365274","OpenRight"
"765","31.95","14.765","1.57467075365274","OutRight"
"766","31.88","14.617","1.57467075365274","Fora"
"767","31.41","14.646","1.57467075365274","OpenLeft"
"768","31","14.515","1.57467075365274","OpenLeft"
"769","30.85","14.475","1.57467075365274","OpenLeft"
"770","31.18","14.589","1.57467075365274","OpenLeft"
"771","31.16","14.555","1.57467075365274","OpenLeft"
"772","31.05","14.356","1.57467075365274","OpenLeft"
"773","30.75","14.219","1.57467075365274","OpenLeft"
"774","30.62","14.316","1.57467075365274","OpenLeft"
"775","30.05","14.11","1.57467075365274","OpenLeft"
"776","30.55","14.366","1.57467075365274","OpenLeft"
"777","30.9","14.628","1.57467075365274","OpenLeft"
"778","31.04","14.599","1.57467075365274","OpenLeft"
"779","31.04","14.599","1.57467075365274","OpenLeft"
"780","30.85","14.343","1.57467075365274","OpenLeft"
"781","30.79","14.286","1.57467075365274","OpenLeft"
"782","31","14.457","1.57467075365274","OpenLeft"
"783","31.42","14.628","1.57467075365274","OpenLeft"
"784","31.42","14.628","1.57467075365274","OpenLeft"
"785","31.4","14.816","1.57467075365274","OpenLeft"
"786","31.53","14.856","1.57467075365274","OpenLeft"
"787","31.98","14.969","1.57467075365274","OpenLeft"
"788","31.7","14.611","1.57467075365274","OutLeft"
"789","30.95","14.497","1.57467075365274","Fora"
"790","31","14.44","1.57467075365274","Fora"
"791","31.37","14.44","1.57467075365274","Fora"
"792","31.92","14.611","1.57467075365274","Fora"
"793","31.6","14.343","1.57467075365274","Fora"
"794","31.77","14.434","1.57467075365274","Fora"
"795","31.4","14.281","1.57467075365274","Fora"
"796","31.55","14.383","1.57467075365274","Fora"
"797","31.1","14.292","1.57467075365274","Fora"
"798","30.89","14.11","1.57467075365274","Fora"
"799","30.75","14.161","1.57467075365274","Fora"
"800","31.03","14.286","1.57467075365274","Fora"
"801","31.03","14.286","1.57467075365274","Fora"
"802","31","14.229","1.57467075365274","Fora"
"803","31","14.229","1.57467075365274","Fora"
"804","30.36","14.002","1.57467075365274","Fora"
"805","29.76","13.888","1.57467075365274","Fora"
"806","29.9","13.945","1.57467075365274","Fora"
"807","29.58","13.803","1.57467075365274","Fora"
"808","29.26","13.774","1.57467075365274","OpenLeft"
"809","28.1","13.319","1.57467075365274","OpenLeft"
"810","28.28","13.433","1.57467075365274","OpenLeft"
"811","28.8","13.768","1.57467075365274","OpenLeft"
"812","28.08","13.518","1.57467075365274","OpenLeft"
"813","28.24","13.632","1.57467075365274","OpenLeft"
"814","29.58","14.11","1.57467075365274","OpenLeft"
"815","29.77","14.155","1.57467075365274","OpenLeft"
"816","30.4","14.315","1.57467075365274","OpenLeft"
"817","31.43","14.571","1.57467075365274","OutLeft"
"818","31.23","14.525","1.57467075365274","Fora"
"819","31.14","14.412","1.57467075365274","Fora"
"820","30.66","14.269","1.57467075365274","Fora"
"821","29.35","14.002","1.57467075365274","Fora"
"822","29.4","14.059","1.57467075365274","Fora"
"823","29.3","14.173","1.57467075365274","OpenLeft"
"824","29.17","14.173","1.57467075365274","OpenLeft"
"825","29.75","14.457","1.57467075365274","OpenLeft"
"826","28.95","14.372","1.57467075365274","OpenLeft"
"827","29.18","14.326","1.57467075365274","OpenLeft"
"828","29.54","14.616","1.57467075365274","OpenLeft"
"829","29.62","14.679","1.57467075365274","OpenLeft"
"830","29.62","14.679","1.57467075365274","OpenLeft"
"831","29.62","14.679","1.57467075365274","OpenLeft"
"832","28.85","14.395","1.57467075365274","OpenLeft"
"833","28.01","13.911","1.57467075365274","OpenLeft"
"834","28.18","14.002","1.57467075365274","OpenLeft"
"835","28.5","13.996","1.57467075365274","OpenLeft"
"836","28.83","14.059","1.57467075365274","OpenLeft"
"837","28.15","13.814","1.57467075365274","OpenLeft"
"838","28.1","13.797","1.57467075365274","OpenLeft"
"839","28.5","13.956","1.57467075365274","OpenLeft"
"840","28.54","14.042","1.57467075365274","OpenLeft"
"841","29","14.503","1.57467075365274","OpenLeft"
"842","28.85","14.286","1.57467075365274","OpenLeft"
"843","28.7","14.338","1.57467075365274","OpenLeft"
"844","28.55","14.252","1.57467075365274","OpenLeft"
"845","28.37","14.912","1.57467075365274","OpenLeft"
"846","28.21","15.282","1.57467075365274","OpenLeft"
"847","28.83","15.584","1.57467075365274","OpenLeft"
"848","29.55","15.869","1.57467075365274","OpenLeft"
"849","29.98","16.074","1.57467075365274","OpenLeft"
"850","29.9","15.823","1.57467075365274","OpenLeft"
"851","29.73","15.795","1.57467075365274","OpenLeft"
"852","29.8","15.795","1.57467075365274","OpenLeft"
"853","29.75","15.88","1.57467075365274","OpenLeft"
"854","29.39","15.595","1.57467075365274","OpenLeft"
"855","29","15.368","1.57467075365274","OpenLeft"
"856","28.37","15.243","1.57467075365274","OpenLeft"
"857","28.48","15.243","1.57467075365274","OpenLeft"
"858","28.28","15.083","1.57467075365274","OpenLeft"
"859","27.86","15.026","1.57467075365274","OpenLeft"
"860","27.84","14.998","1.57467075365274","OpenLeft"
"861","28.15","14.799","1.57467075365274","OpenLeft"
"862","29.03","15.026","1.57467075365274","OutLeft"
"863","29.03","15.026","1.57467075365274","Fora"
"864","29.03","15.026","1.57467075365274","Fora"
"865","29","15.015","1.57467075365274","Fora"
"866","29.4","15.22","1.57467075365274","Fora"
"867","29.4","15.191","1.57467075365274","Fora"
"868","28.7","14.827","1.57467075365274","Fora"
"869","28.99","15.083","1.57467075365274","Fora"
"870","28.89","14.827","1.57467075365274","Fora"
"871","28.1","14.514","1.57467075365274","Fora"
"872","27.55","14.446","1.57467075365274","Fora"
"873","27.64","14.651","1.57467075365274","Fora"
"874","28.36","14.907","1.57467075365274","Fora"
"875","28.48","15.078","1.57467075365274","Fora"
"876","29.15","15.311","1.57467075365274","Fora"
"877","29.05","15.095","1.57467075365274","Fora"
"878","29.3","15.083","1.57467075365274","Fora"
"879","28.42","14.856","1.57467075365274","Fora"
"880","27.9","14.742","1.57467075365274","Fora"
"881","28","14.918","1.57467075365274","Fora"
"882","27.28","14.417","1.57467075365274","Fora"
"883","27.25","14.457","1.57467075365274","Fora"
"884","27","14.4","1.57467075365274","Fora"
"885","27.13","14.429","1.57467075365274","Fora"
"886","27.53","14.793","1.57467075365274","Fora"
"887","27.25","14.622","1.57467075365274","Fora"
"888","28.1","15.021","1.57467075365274","Fora"
"889","28.38","14.998","1.57467075365274","Fora"
"890","28.3","14.884","1.57467075365274","Fora"
"891","28.05","14.941","1.57467075365274","Fora"
"892","27.61","14.73","1.57467075365274","Fora"
"893","27.4","14.935","1.57467075365274","Fora"
"894","27.4","14.912","1.57467075365274","Fora"
"895","27.33","14.628","1.57467075365274","Fora"
"896","27.81","14.941","1.57467075365274","Fora"
"897","27.75","14.958","1.57467075365274","Fora"
"898","27.54","14.776","1.57467075365274","Fora"
"899","27.1","14.594","1.57467075365274","Fora"
"900","27.36","14.622","1.57467075365274","Fora"
"901","27.64","14.742","1.57467075365274","Fora"
"902","27.6","14.85","1.57467075365274","Fora"
"903","27.05","14.673","1.57467075365274","Fora"
"904","27.05","14.742","1.57467075365274","Fora"
"905","27.25","14.577","1.57467075365274","Fora"
"906","27.05","14.656","1.57467075365274","Fora"
"907","27.26","14.685","1.57467075365274","Fora"
"908","27.26","14.685","1.57467075365274","Fora"
"909","26.95","14.73","1.57467075365274","Fora"
"910","26.83","14.793","1.57467075365274","Fora"
"911","27.42","15.06","1.57467075365274","Fora"
"912","27.81","15.129","1.57467075365274","Fora"
"913","28","15.243","1.57467075365274","Fora"
"914","28.12","15.254","1.57467075365274","Fora"
"915","28.43","15.339","1.57467075365274","Fora"
"916","28.29","15.362","1.57467075365274","Fora"
"917","28.05","15.14","1.57467075365274","Fora"
"918","27.3","14.901","1.57467075365274","Fora"
"919","26.55","14.77","1.57467075365274","OpenLeft"
"920","25.8","14.355","1.57467075365274","OpenLeft"
"921","25.85","14.053","1.57467075365274","OpenLeft"
"922","26.45","14.309","1.57467075365274","OpenLeft"
"923","25.98","14.002","1.57467075365274","OpenLeft"
"924","25.77","13.888","1.57467075365274","OpenLeft"
"925","25.08","13.49","1.57467075365274","OpenLeft"
"926","25.65","13.717","1.57467075365274","OpenLeft"
"927","26.18","13.945","1.57467075365274","OpenLeft"
"928","26.82","14.167","1.57467075365274","OutLeft"
"929","27.07","14.144","1.57467075365274","OpenRight"
"930","26.48","13.996","1.57467075365274","OpenRight"
"931","25.94","13.945","1.57467075365274","OpenRight"
"932","25.34","13.825","1.57467075365274","OutRight"
"933","25.75","14.087","1.57467075365274","Fora"
"934","26.29","14.218","1.57467075365274","Fora"
"935","26.42","14.19","1.57467075365274","Fora"
"936","25.55","13.683","1.57467075365274","Fora"
"937","25.25","13.444","1.57467075365274","Fora"
"938","24","13.091","1.57467075365274","Fora"
"939","23.99","13.376","1.57467075365274","OpenLeft"
"940","22.63","12.18","1.57467075365274","OpenLeft"
"941","24.24","12.721","1.57467075365274","OutLeft"
"942","23.8","12.75","1.57467075365274","Fora"
"943","24.27","13.034","1.57467075365274","Fora"
"944","24.4","12.937","1.57467075365274","Fora"
"945","24.76","13.051","1.57467075365274","Fora"
"946","24.99","13.063","1.57467075365274","Fora"
"947","25.87","13.262","1.57467075365274","OpenRight"
"948","25.2","12.778","1.57467075365274","OpenRight"
"949","25.08","12.511","1.57467075365274","OpenRight"
"950","24.97","12.573","1.57467075365274","OpenRight"
"951","25.64","12.693","1.57467075365274","OpenRight"
"952","25.73","12.772","1.57467075365274","OpenRight"
"953","25.59","12.653","1.57467075365274","OpenRight"
"954","25.43","12.579","1.57467075365274","OpenRight"
"955","26","12.892","1.57467075365274","OpenRight"
"956","26.2","13.074","1.57467075365274","OpenRight"
"957","26.72","13.461","1.57467075365274","OpenRight"
"958","28.35","14.343","1.57467075365274","OpenRight"
"959","27.62","13.78","1.57467075365274","OpenRight"
"960","26.68","13.359","1.57467075365274","OpenRight"
"961","27.12","13.814","1.57467075365274","OpenRight"
"962","27.12","13.814","1.57467075365274","OpenRight"
"963","27.72","14.013","1.57467075365274","OpenRight"
"964","26.61","13.478","1.57467075365274","OpenRight"
"965","26.1","13.279","1.57467075365274","OpenRight"
"966","25.99","13.296","1.57467075365274","OpenRight"
"967","26.04","13.376","1.57467075365274","OutRight"
"968","26.2","13.461","1.57467075365274","Fora"
"969","26.61","13.66","1.57467075365274","Fora"
"970","26.16","13.603","1.57467075365274","Fora"
"971","25.7","13.552","1.57467075365274","OpenLeft"
"972","25.1","13.546","1.57467075365274","OpenLeft"
"973","24.15","12.858","1.57467075365274","OpenLeft"
"974","23.9","12.624","1.57467075365274","OpenLeft"
"975","24.17","12.721","1.57467075365274","OpenLeft"
"976","24.69","13.006","1.57467075365274","OpenLeft"
"977","24.6","12.994","1.57467075365274","OpenLeft"
"978","24.89","13.085","1.57467075365274","OpenLeft"
"979","24.84","13.057","1.57467075365274","OpenLeft"
"980","23.93","12.687","1.57467075365274","OpenLeft"
"981","23.56","12.801","1.57467075365274","OpenLeft"
"982","23.6","12.784","1.57467075365274","OpenLeft"
"983","23.7","12.972","1.57467075365274","OpenLeft"
"984","23","12.573","1.57467075365274","OpenLeft"
"985","24.17","13.091","1.57467075365274","OpenLeft"
"986","23.35","13.205","1.57467075365274","OpenLeft"
"987","23.35","13.205","1.57467075365274","OpenLeft"
"988","23.55","13.262","1.57467075365274","OpenLeft"
"989","23.69","13.347","1.57467075365274","OpenLeft"
"990","23.45","13.233","1.57467075365274","OpenLeft"
"991","24","13.518","1.57467075365274","OpenLeft"
"992","24.09","13.546","1.57467075365274","OpenLeft"
"993","23.8","13.501","1.57467075365274","OpenLeft"
"994","24.29","13.933","1.57467075365274","OpenLeft"
"995","24.88","14.229","1.57467075365274","OpenLeft"
"996","24.22","14.076","1.57467075365274","OpenLeft"
"997","24.65","14.218","1.57467075365274","OpenLeft"
"998","25.9","14.599","1.57467075365274","OpenLeft"
"999","26.1","14.474","1.57467075365274","OutLeft"
"1000","25.9","14.229","1.57467075365274","Fora"
"1001","25.8","14.195","1.57467075365274","Fora"
"1002","25.8","14.195","1.57467075365274","Fora"
"1003","25.24","14.286","1.57467075365274","Fora"
"1004","25.3","14.229","1.57467075365274","Fora"
"1005","25.48","14.229","1.57467075365274","Fora"
"1006","25.41","14.349","1.57467075365274","Fora"
"1007","24.72","14.235","1.57467075365274","Fora"
"1008","24.45","13.945","1.57467075365274","Fora"
